avd,cell_id,n,sum_rv,area_m2,unit_price_per_m2,unit_price_per_km2
2008,1334,112,1460485,726245.3226649761,2.011007788168208,2011007.7881682077
2008,1335,48,4717950,1000000,4.71795,4717950
2008,1336,63,5175900,1000000,5.1759,5175900
2008,1337,8,39250,1000000,0.03925,39250
2008,1338,20,157400,1000000,0.1574,157400
2008,1339,70,462125,1000000,0.462125,462125
2008,1340,118,974675,1000000,0.974675,974675
2008,1341,45,281750,1000000,0.28175,281750
2008,1342,11,67950,1000000,0.06795,67950
2008,1344,65,551550,1000000,0.55155,551550
2008,1345,7,41650,1000000,0.04165,41650
2008,1346,69,1263850,736790.6352930069,1.7153448204419592,1715344.8204419592
2008,1347,3,295000,130035.66707956471,2.26860834896551,2268608.34896551
2008,1360,13,123000,1000000,0.123,123000
2008,1361,17,123150,1000000,0.12315,123150
2008,1362,9,41900,1000000,0.0419,41900
2008,1363,19,1908000,1000000,1.908,1908000
2008,1364,87,1733140,1000000,1.73314,1733140
2008,1365,3,26050,1000000,0.02605,26050
2008,1366,229,2593445,1000000,2.593445,2593445
2008,1367,12,135150,1000000,0.13515,135150
2008,1369,1,1150,1000000,0.00115,1150
2008,1370,34,419000,1000000,0.419,419000
2008,1371,141,1569350,1000000,1.56935,1569350
2008,1372,127,2027700,1000000,2.0277,2027700
2008,1373,40,511100,1000000,0.5111,511100
2008,1374,8,176850,1000000,0.17685,176850
2008,1375,28,254650,1000000,0.25465,254650
2008,1376,82,1197775,1000000,1.197775,1197775
2008,1377,195,4517700,1000000,4.5177,4517700
2008,1378,102,2801400,999999.9999999404,2.801400000000167,2801400.000000167
2008,1379,158,16459850,1000000,16.45985,16459850
2008,1380,143,11577100,1000000,11.5771,11577100
2008,1381,149,13618050,1000000,13.61805,13618050
2008,1382,149,56665100,1000000,56.6651,56665100
2008,1383,195,16523450,1000000,16.52345,16523450
2008,1384,100,2915350,759980.0037447214,3.8360877728820757,3836087.772882076
2008,1385,96,1418600,992495.504521742,1.4293263733054256,1429326.3733054255
2008,1386,99,1458950,1000000,1.45895,1458950
2008,1387,130,1427125,1000000,1.427125,1427125
2008,1388,90,893625,972287.5677066445,0.9190953681613069,919095.3681613068
2008,1389,61,1194525,960581.9921668693,1.2435429872107062,1243542.9872107063
2008,1390,82,3059100,1000000.0000000298,3.059099999999909,3059099.999999909
2008,1391,61,901900,643084.7702582479,1.4024589629728255,1402458.9629728254
2008,1392,54,3375800,927466.759353295,3.6398069968069597,3639806.99680696
2008,1393,2,51250,677845.4003985226,0.07560721068531086,75607.21068531087
2008,1394,2,48500,598946.6640622604,0.08097549065730907,80975.49065730907
2008,1396,7,30700,496838.1526869312,0.06179074580720607,61790.74580720606
2008,1397,88,3331800,542337.5413007326,6.1434065434767255,6143406.543476726
2008,1398,107,2822975,646627.4235215816,4.365690190845705,4365690.190845706
2008,1399,31,276265,996607.2558960449,0.2772054872825619,277205.4872825619
2008,1400,1,26000,1000000,0.026,26000
2008,1401,29,174600,1000000,0.1746,174600
2008,1402,6,66800,1000000,0.0668,66800
2008,1403,30,184825,1000000,0.184825,184825
2008,1404,12,2390700,1000000,2.3907,2390700
2008,1419,113,2936400,1000000,2.9364,2936400
2008,1421,9,71050,1000000,0.07105,71050
2008,1423,121,1191675,1000000,1.191675,1191675
2008,1424,13,1054100,1000000,1.0541,1054100
2008,1425,174,4677325,1000000,4.677325,4677325
2008,1426,365,6036725,1000000,6.036725,6036725
2008,1427,9,679250,1000000,0.67925,679250
2008,1428,160,1748450,1000000,1.74845,1748450
2008,1429,110,3640650,1000000,3.64065,3640650
2008,1430,84,1300950,1000000,1.30095,1300950
2008,1431,235,16728650,1000000,16.72865,16728650
2008,1432,47,805150,1000000,0.80515,805150
2008,1433,225,3836330,1000000,3.83633,3836330
2008,1434,45,698150,1000000,0.69815,698150
2008,1435,66,738200,1000000,0.7382,738200
2008,1436,441,43761870,1000000,43.76187,43761870
2008,1437,112,5556400,999999.9999999404,5.556400000000331,5556400.000000332
2008,1438,226,9238575,1000000,9.238575,9238575
2008,1439,59,3567000,1000000,3.567,3567000
2008,1440,2,122750,1000000,0.12275,122750
2008,1441,60,6340500,1000000,6.3405,6340500
2008,1442,643,100959100,1000000,100.9591,100959100
2008,1443,338,27738100,899371.6989869028,30.841642038820634,30841642.038820636
2008,1444,98,5266400,669461.57417503,7.866620285846467,7866620.285846467
2008,1445,69,1501600,763929.8748535477,1.9656254447279868,1965625.4447279868
2008,1446,146,6461875,756801.6716092005,8.538399480883813,8538399.480883813
2008,1447,53,1584400,718177.0653711994,2.206141182162482,2206141.182162482
2008,1448,36,427050,688630.3950917572,0.6201439887693272,620143.9887693272
2008,1449,3,14250,707302.7173920274,0.020146960628884224,20146.960628884226
2008,1450,87,4713225,737196.1841249466,6.393447363803989,6393447.363803989
2008,1451,113,11114400,924931.0344123174,12.016463483747051,12016463.48374705
2008,1452,19,411950,479929.4538067342,0.8583553202089796,858355.3202089795
2008,1453,9,201200,764530.3589845621,0.2631680974281137,263168.09742811375
2008,1454,9,89350,999997.8162397887,0.08935019511940098,89350.19511940097
2008,1455,12,94800,992724.3929567933,0.09549478251223552,95494.78251223551
2008,1456,21,94650,1000000,0.09465,94650
2008,1457,9,48350,637001.5249231094,0.07590248705579815,75902.48705579815
2008,1459,25,638450,1000000,0.63845,638450
2008,1460,4,36800,1000000,0.0368,36800
2008,1477,7,47200,775764.1233404991,0.060843236468262056,60843.236468262054
2008,1478,4,16300,1000000,0.0163,16300
2008,1479,14,74400,1000000,0.0744,74400
2008,1480,5,33500,1000000,0.0335,33500
2008,1481,14,98550,1000000,0.09855,98550
2008,1482,116,1668875,1000000,1.668875,1668875
2008,1483,21,1732100,1000000,1.7321,1732100
2008,1484,1,482500,1000000,0.4825,482500
2008,1485,39,485150,1000000,0.48515,485150
2008,1486,19,141850,1000000,0.14185,141850
2008,1487,44,529850,1000000,0.52985,529850
2008,1488,2,8100,1000000,0.0081,8100
2008,1489,17,171150,1000000,0.17115,171150
2008,1490,40,1322200,1000000,1.3222,1322200
2008,1491,21,181000,1000000,0.181,181000
2008,1492,42,424300,1000000,0.4243,424300
2008,1493,39,495900,1000000,0.4959,495900
2008,1494,32,346925,1000000,0.346925,346925
2008,1495,31,409050,1000000,0.40905,409050
2008,1496,159,3741100,999999.9999999404,3.741100000000223,3741100.000000223
2008,1497,409,18048100,1000000,18.0481,18048100
2008,1498,194,10702525,1000000,10.702525,10702525
2008,1499,403,15930585,1000000,15.930585,15930585
2008,1500,585,76906275,1000000,76.906275,76906275
2008,1501,1013,166058850,1000000,166.05885,166058850
2008,1502,798,81659750,1000000,81.65975,81659750
2008,1503,319,18739450,1000000,18.73945,18739450
2008,1504,304,25559550,1000000,25.55955,25559550
2008,1505,424,37341100,1000000,37.3411,37341100
2008,1506,543,11588650,1000000,11.58865,11588650
2008,1507,247,3498910,1000000,3.49891,3498910
2008,1508,73,642125,1000000.0000000298,0.64212499999998085,642124.9999999809
2008,1509,51,1225300,999999.9999999106,1.2253000000001095,1225300.0000001094
2008,1510,111,1374325,978110.987872377,1.4050808313578833,1405080.8313578833
2008,1511,12,323450,847810.9739736356,0.38151192887255353,381511.9288725535
2008,1512,66,831300,1000000,0.8313,831300
2008,1513,51,373350,1000000,0.37335,373350
2008,1514,4,20150,1000000,0.02015,20150
2008,1515,29,4685400,1000000,4.6854,4685400
2008,1519,2,6650,439943.2348139882,0.015115586452446933,15115.586452446933
2008,1525,3,22500,1000000,0.0225,22500
2008,1536,21,385950,738974.128081035,0.5222780951780185,522278.09517801844
2008,1537,1,12750,1000000,0.01275,12750
2008,1538,18,195200,1000000,0.1952,195200
2008,1539,86,860100,1000000,0.8601,860100
2008,1540,31,374500,1000000,0.3745,374500
2008,1541,30,303000,1000000,0.303,303000
2008,1542,27,385350,1000000,0.38535,385350
2008,1543,13,1762000,1000000,1.762,1762000
2008,1544,64,752125,1000000,0.752125,752125
2008,1545,161,3275425,1000000,3.275425,3275425
2008,1546,5,28800,1000000,0.0288,28800
2008,1547,1,14000,1000000,0.014,14000
2008,1548,57,879200,1000000,0.8792,879200
2008,1549,19,226550,1000000,0.22655,226550
2008,1550,26,496700,1000000,0.4967,496700
2008,1551,9,1332300,1000000,1.3323,1332300
2008,1552,10,226300,1000000,0.2263,226300
2008,1553,4,48400,1000000,0.0484,48400
2008,1554,27,269150,1000000,0.26915,269150
2008,1555,115,1347350,999999.9999999404,1.3473500000000802,1347350.0000000803
2008,1556,182,2616675,1000000,2.616675,2616675
2008,1557,84,1765450,1000000,1.76545,1765450
2008,1558,194,4971225,1000000,4.971225,4971225
2008,1559,122,5500400,1000000,5.5004,5500400
2008,1560,180,10235200,1000000,10.2352,10235200
2008,1561,190,7698550,1000000,7.69855,7698550
2008,1562,276,5464900,1000000,5.4649,5464900
2008,1563,246,5901350,1000000,5.90135,5901350
2008,1564,248,5928125,1000000,5.928125,5928125
2008,1565,365,7331050,1000000,7.33105,7331050
2008,1566,198,3129310,1000000,3.12931,3129310
2008,1567,108,1305650,1000000.0000000298,1.3056499999999611,1305649.9999999611
2008,1568,51,494875,999999.9999999106,0.49487500000004425,494875.00000004424
2008,1569,23,1516050,946294.4943314791,1.6020911133706124,1602091.1133706125
2008,1570,3,13700,995357.3298528809,0.013763901253457321,13763.901253457321
2008,1571,179,1476825,1000000,1.476825,1476825
2008,1572,76,757030,1000000,0.75703,757030
2008,1573,13,82525,1000000,0.082525,82525
2008,1574,22,2942200,1000000,2.9422,2942200
2008,1575,34,11435750,1000000,11.43575,11435750
2008,1577,2,12600,1000000,0.0126,12600
2008,1582,5,46350,1000000,0.04635,46350
2008,1583,72,674250,1000000,0.67425,674250
2008,1584,25,138875,1000000,0.138875,138875
2008,1585,4,21800,1000000,0.0218,21800
2008,1595,24,1024400,956187.9660926806,1.0713374737250225,1071337.4737250227
2008,1596,3,12900,1000000,0.0129,12900
2008,1597,11,156350,1000000,0.15635,156350
2008,1598,13,73900,1000000,0.0739,73900
2008,1601,17,261550,1000000,0.26155,261550
2008,1602,12,165250,1000000,0.16525,165250
2008,1603,4,13800,1000000,0.0138,13800
2008,1604,4,827800,1000000,0.8278,827800
2008,1605,10,89900,1000000,0.0899,89900
2008,1606,23,129750,1000000,0.12975,129750
2008,1607,49,2318700,1000000,2.3187,2318700
2008,1608,37,634100,1000000,0.6341,634100
2008,1609,2,206000,1000000,0.206,206000
2008,1610,7,300100,1000000,0.3001,300100
2008,1611,132,1507500,1000000,1.5075,1507500
2008,1612,222,3176675,1000000,3.176675,3176675
2008,1613,65,538500,1000000,0.5385,538500
2008,1614,85,970100,999999.9999999404,0.9701000000000578,970100.0000000579
2008,1615,144,5550550,1000000,5.55055,5550550
2008,1616,89,1441525,1000000,1.441525,1441525
2008,1617,96,4975725,1000000,4.975725,4975725
2008,1618,1,13000,1000000,0.013,13000
2008,1619,214,9946550,1000000,9.94655,9946550
2008,1620,174,9860900,1000000,9.8609000000000009,9860900
2008,1621,346,14091050,1000000,14.09105,14091050
2008,1622,179,5796800,1000000,5.7968,5796800
2008,1623,210,2359575,1000000,2.359575,2359575
2008,1624,174,1785650,1000000,1.78565,1785650
2008,1625,146,1675900,1000000,1.6759,1675900
2008,1626,132,1556050,1000000.0000000298,1.5560499999999535,1556049.9999999537
2008,1627,99,1659325,999999.9999999106,1.6593250000001483,1659325.0000001483
2008,1628,14,152450,1000000,0.15245,152450
2008,1629,26,137100,972142.7695437865,0.14102866810842937,141028.66810842935
2008,1630,90,896350,1000000,0.89635,896350
2008,1631,178,1858750,1000000,1.85875,1858750
2008,1632,220,4185050,1000000,4.18505,4185050
2008,1633,102,1235225,1000000,1.235225,1235225
2008,1635,17,165950,965371.3719800318,0.17190275661440743,171902.75661440744
2008,1636,19,112150,1000000,0.11215,112150
2008,1637,6,26450,1000000,0.02645,26450
2008,1638,7,12380,1000000,0.01238,12380
2008,1639,50,3625625,1000000,3.625625,3625625
2008,1640,1,5300,1000000,0.0053,5300
2008,1641,6,35450,1000000,0.03545,35450
2008,1642,30,253600,1000000,0.2536,253600
2008,1644,1,9400,1000000,0.0094,9400
2008,1654,128,6382000,603869.3663049751,10.568510933169058,10568510.933169058
2008,1655,110,6519200,1000000,6.5192,6519200
2008,1656,5,32950,1000000,0.03295,32950
2008,1657,43,488100,1000000,0.4881,488100
2008,1661,8,65000,1000000,0.065,65000
2008,1662,45,582050,1000000,0.58205,582050
2008,1663,2,9200,1000000,0.0092,9200
2008,1664,44,2575750,1000000,2.57575,2575750
2008,1665,7,47300,1000000,0.0473,47300
2008,1667,126,3149950,1000000,3.14995,3149950
2008,1668,17,168650,1000000,0.16865,168650
2008,1669,40,420000,1000000,0.42,420000
2008,1670,68,669700,1000000,0.6697,669700
2008,1671,119,1903450,1000000,1.90345,1903450
2008,1672,180,3246450,1000000,3.24645,3246450
2008,1673,8,87950,999999.9999999404,0.08795000000000525,87950.00000000524
2008,1674,271,5456025,1000000,5.456025,5456025
2008,1675,135,5501200,1000000,5.5012,5501200
2008,1676,53,1406400,1000000,1.4064,1406400
2008,1677,151,3740250,1000000,3.74025,3740250
2008,1678,289,12265900,1000000,12.2659,12265900
2008,1679,22,308975,1000000,0.308975,308975
2008,1680,123,1853010,1000000,1.85301,1853010
2008,1681,248,6735600,1000000,6.7356,6735600
2008,1682,188,2427485,1000000,2.427485,2427485
2008,1683,53,549000,1000000,0.549,549000
2008,1684,182,2989500,1000000,2.9895,2989500
2008,1685,57,544600,1000000.0000000298,0.5445999999999838,544599.9999999838
2008,1686,18,236000,999999.9999999106,0.2360000000000211,236000.0000000211
2008,1687,250,38745850,1000000,38.74585,38745850
2008,1688,266,10278025,1000000,10.278025,10278025
2008,1689,43,400475,1000000,0.400475,400475
2008,1690,523,8864950,1000000,8.86495,8864950
2008,1691,261,6631425,1000000,6.631425,6631425
2008,1692,14,48925,997919.3222983181,0.04902700940524965,49027.00940524965
2008,1693,195,4096900,968994.8389211774,4.227989495342669,4227989.495342669
2008,1694,55,552425,1000000,0.552425,552425
2008,1695,23,133000,1000000,0.133,133000
2008,1696,27,183175,1000000,0.183175,183175
2008,1697,37,285450,1000000,0.28545,285450
2008,1698,142,2595195,1000000,2.595195,2595195
2008,1699,34,309900,1000000,0.3099,309900
2008,1700,3,9350,1000000,0.00935,9350
2008,1701,25,175025,1000000,0.175025,175025
2008,1715,8,67700,1000000,0.0677,67700
2008,1716,5,32150,1000000,0.03215,32150
2008,1719,46,481900,1000000,0.4819,481900
2008,1720,15,2155800,1000000,2.1558,2155800
2008,1721,7,48600,1000000,0.0486,48600
2008,1722,70,1006500,1000000,1.0065,1006500
2008,1723,65,830700,1000000,0.8307,830700
2008,1724,4,32900,1000000,0.0329,32900
2008,1725,71,776000,1000000,0.776,776000
2008,1726,196,4944575,1000000,4.944575,4944575
2008,1727,108,3986600,1000000,3.9866,3986600
2008,1728,1,10250,1000000,0.01025,10250
2008,1729,13,68300,1000000,0.0683,68300
2008,1730,36,427000,1000000,0.427,427000
2008,1731,22,258200,1000000,0.2582,258200
2008,1732,162,2869975,999999.9999999404,2.869975000000171,2869975.000000171
2008,1733,146,3073250,1000000,3.07325,3073250
2008,1734,160,6252000,1000000,6.252,6252000
2008,1735,130,4572950,1000000,4.57295,4572950
2008,1736,90,941525,1000000,0.941525,941525
2008,1737,152,3163700,1000000,3.1637,3163700
2008,1738,62,695750,1000000,0.69575,695750
2008,1739,178,2613650,1000000,2.61365,2613650
2008,1740,55,641200,1000000,0.6412,641200
2008,1741,231,3644350,1000000,3.64435,3644350
2008,1742,267,6186645,1000000,6.186645,6186645
2008,1743,261,4971425,1000000,4.971425,4971425
2008,1744,124,1210175,1000000.0000000298,1.210174999999964,1210174.999999964
2008,1745,1,32000,999999.9999999106,0.03200000000000286,32000.00000000286
2008,1746,64,502325,1000000,0.502325,502325
2008,1747,167,1546300,1000000,1.5463,1546300
2008,1748,168,2107830,1000000,2.10783,2107830
2008,1749,89,745000,1000000,0.745,745000
2008,1750,268,3095700,1000000,3.0957,3095700
2008,1751,32,189700,990456.9095152902,0.1915277668089926,191527.76680899263
2008,1752,117,2001575,992796.0904210033,2.0160987934100505,2016098.7934100504
2008,1753,34,318600,1000000,0.3186,318600
2008,1754,15,93800,1000000,0.0938,93800
2008,1755,25,153250,1000000,0.15325,153250
2008,1756,31,255100,1000000,0.2551,255100
2008,1757,45,516550,1000000,0.51655,516550
2008,1758,56,403200,1000000,0.4032,403200
2008,1760,25,197700,1000000,0.1977,197700
2008,1761,67,1011750,1000000,1.01175,1011750
2008,1764,14,149900,1000000,0.1499,149900
2008,1775,52,652925,1000000,0.652925,652925
2008,1777,24,862550,1000000,0.86255,862550
2008,1778,16,147500,1000000,0.1475,147500
2008,1779,10,148500,1000000,0.1485,148500
2008,1780,50,439950,1000000,0.43995,439950
2008,1781,112,2529700,1000000,2.5297,2529700
2008,1782,4,29700,1000000,0.0297,29700
2008,1783,7,98700,1000000,0.0987,98700
2008,1784,19,262550,1000000,0.26255,262550
2008,1785,29,261550,1000000,0.26155,261550
2008,1786,64,1503750,1000000,1.50375,1503750
2008,1787,17,460550,1000000,0.46055,460550
2008,1788,120,1551500,1000000,1.5515,1551500
2008,1789,9,94600,1000000,0.0946,94600
2008,1790,27,3110450,1000000,3.11045,3110450
2008,1791,30,532550,999999.9999999404,0.5325500000000317,532550.0000000318
2008,1792,65,797150,1000000,0.79715,797150
2008,1793,13,270550,1000000,0.27055,270550
2008,1795,10,105050,1000000,0.10505,105050
2008,1796,125,1716200,1000000,1.7162,1716200
2008,1797,218,4582050,1000000,4.58205,4582050
2008,1798,282,7422050,1000000,7.42205,7422050
2008,1799,163,1748925,1000000,1.748925,1748925
2008,1800,133,1625650,1000000,1.62565,1625650
2008,1801,213,3044250,1000000,3.04425,3044250
2008,1802,93,1031800,1000000,1.0318,1031800
2008,1803,8,44200,1000000.0000000298,0.044199999999998685,44199.99999999868
2008,1805,133,3828500,1000000,3.8285,3828500
2008,1806,95,1160200,1000000,1.1602,1160200
2008,1807,13,85850,1000000,0.08585,85850
2008,1809,8,33625,1000000,0.033625,33625
2008,1810,113,1935300,994220.6649542912,1.946549763265054,1946549.763265054
2008,1811,330,12434550,1000000,12.43455,12434550
2008,1812,96,852675,1000000,0.852675,852675
2008,1813,19,188650,1000000,0.18865,188650
2008,1814,37,194775,1000000,0.194775,194775
2008,1815,32,279000,1000000,0.279,279000
2008,1816,51,361375,1000000,0.361375,361375
2008,1817,9,55700,1000000,0.0557,55700
2008,1818,6,35050,1000000,0.03505,35050
2008,1819,19,175650,1000000,0.17565,175650
2008,1820,27,257725,1000000,0.257725,257725
2008,1821,53,455300,1000000,0.4553,455300
2008,1822,27,191025,1000000,0.191025,191025
2008,1823,161,3041300,1000000,3.0413,3041300
2008,1824,6,48600,1000000,0.0486,48600
2008,1825,1,8300,1000000,0.0083,8300
2008,1834,4,17150,1000000,0.01715,17150
2008,1835,120,4044500,1000000,4.0445,4044500
2008,1836,99,1268300,1000000,1.2683,1268300
2008,1837,69,909950,1000000,0.90995,909950
2008,1839,137,1822700,1000000,1.8227,1822700
2008,1840,17,218170,1000000,0.21817,218170
2008,1841,18,172500,1000000,0.1725,172500
2008,1842,6,108000,1000000,0.108,108000
2008,1843,12,114500,1000000,0.1145,114500
2008,1844,81,1010550,1000000,1.01055,1010550
2008,1846,36,366250,1000000,0.36625,366250
2008,1848,15,279150,1000000,0.27915,279150
2008,1849,22,4979100,1000000,4.9791,4979100
2008,1850,21,167850,999999.9999999404,0.16785000000001,167850.00000001
2008,1851,144,4521700,1000000,4.5217,4521700
2008,1852,2,25800,1000000,0.0258,25800
2008,1854,41,1088450,1000000,1.08845,1088450
2008,1855,71,758400,1000000,0.7584,758400
2008,1856,57,525725,1000000,0.525725,525725
2008,1857,167,2757000,1000000,2.757,2757000
2008,1858,31,459150,1000000,0.45915,459150
2008,1859,29,268450,1000000,0.26845,268450
2008,1860,113,2388585,1000000,2.388585,2388585
2008,1861,5,79800,1000000,0.0798,79800
2008,1862,17,430150,1000000.0000000298,0.43014999999998715,430149.9999999872
2008,1863,133,1463250,999999.9999999106,1.4632500000001307,1463250.0000001309
2008,1864,120,865000,1000000,0.865,865000
2008,1865,145,1551600,1000000,1.5516,1551600
2008,1866,29,224300,1000000,0.2243,224300
2008,1867,1,5800,1000000,0.0058,5800
2008,1869,66,698300,1000000,0.6983,698300
2008,1870,50,480200,1000000,0.4802,480200
2008,1871,81,860550,1000000,0.86055,860550
2008,1872,175,1768275,1000000,1.768275,1768275
2008,1873,102,2777550,1000000,2.77755,2777550
2008,1874,33,225750,1000000,0.22575,225750
2008,1875,32,1310250,1000000,1.31025,1310250
2008,1876,2,8550,1000000,0.00855,8550
2008,1877,39,435500,1000000,0.4355,435500
2008,1878,35,2193450,1000000,2.19345,2193450
2008,1879,37,387550,1000000,0.38755,387550
2008,1880,171,4759600,1000000,4.7596,4759600
2008,1881,24,162500,1000000,0.1625,162500
2008,1883,35,262450,1000000,0.26245,262450
2008,1885,1,4850,794138.2465545237,0.006107248984723228,6107.248984723229
2008,1893,4,17500,1000000,0.0175,17500
2008,1895,9,62025,1000000,0.062025,62025
2008,1896,34,767550,1000000,0.76755,767550
2008,1897,16,132550,1000000,0.13255,132550
2008,1898,18,206150,1000000,0.20615,206150
2008,1899,88,1083650,1000000,1.08365,1083650
2008,1900,187,13611075,1000000,13.611075,13611075
2008,1901,73,2504950,1000000,2.50495,2504950
2008,1902,72,1058750,1000000,1.05875,1058750
2008,1904,81,1550550,1000000,1.55055,1550550
2008,1905,53,502250,1000000,0.50225,502250
2008,1906,5,153700,1000000,0.1537,153700
2008,1907,57,1236200,1000000,1.2362,1236200
2008,1908,215,30793850,1000000,30.79385,30793850
2008,1909,42,894350,999999.9999999404,0.8943500000000533,894350.0000000533
2008,1910,97,2884300,1000000,2.8843,2884300
2008,1913,68,615950,1000000,0.61595,615950
2008,1914,12,139300,1000000,0.1393,139300
2008,1915,236,5855850,1000000,5.85585,5855850
2008,1916,31,191950,1000000,0.19195,191950
2008,1917,183,4926150,1000000,4.92615,4926150
2008,1918,80,1748900,1000000,1.7489,1748900
2008,1919,77,1070200,1000000,1.0702,1070200
2008,1921,96,1166100,1000000.0000000298,1.1660999999999653,1166099.9999999653
2008,1922,123,1186600,999999.9999999106,1.186600000000106,1186600.000000106
2008,1923,225,3869550,1000000,3.86955,3869550
2008,1924,8,40050,1000000,0.04005,40050
2008,1925,58,945500,1000000,0.9455,945500
2008,1926,34,580000,1000000,0.58,580000
2008,1927,20,177575,1000000,0.177575,177575
2008,1928,168,1862250,1000000,1.86225,1862250
2008,1929,66,1629250,1000000,1.62925,1629250
2008,1930,52,467200,1000000,0.4672,467200
2008,1931,8,37850,1000000,0.03785,37850
2008,1932,16,95100,1000000,0.0951,95100
2008,1933,121,1342000,1000000,1.342,1342000
2008,1934,8,90100,1000000,0.0901,90100
2008,1935,19,196700,1000000,0.1967,196700
2008,1936,276,11772350,1000000,11.77235,11772350
2008,1937,65,541150,1000000,0.54115,541150
2008,1938,22,143650,1000000,0.14365,143650
2008,1939,21,184400,1000000,0.1844,184400
2008,1942,15,117400,1000000,0.1174,117400
2008,1949,7,54250,1000000,0.05425,54250
2008,1952,1,39750,1000000,0.03975,39750
2008,1954,9,28675,1000000,0.028675,28675
2008,1956,124,2403325,1000000,2.403325,2403325
2008,1957,18,297700,1000000,0.2977,297700
2008,1959,102,1221725,1000000,1.221725,1221725
2008,1960,38,450050,1000000,0.45005,450050
2008,1961,25,307600,1000000,0.3076,307600
2008,1962,40,374900,1000000,0.3749,374900
2008,1963,37,1196300,1000000,1.1963,1196300
2008,1964,11,102900,1000000,0.1029,102900
2008,1965,106,1184450,1000000,1.18445,1184450
2008,1966,16,266900,1000000,0.2669,266900
2008,1967,178,2518100,1000000,2.5181,2518100
2008,1968,7,71300,999999.9999999404,0.07130000000000425,71300.00000000425
2008,1969,38,889650,1000000,0.88965,889650
2008,1970,81,1218650,1000000,1.21865,1218650
2008,1971,97,1763400,1000000,1.7634,1763400
2008,1972,83,1902800,1000000,1.9028,1902800
2008,1973,140,5410300,1000000,5.4103,5410300
2008,1974,55,610300,1000000,0.6103,610300
2008,1975,224,6820270,1000000,6.82027,6820270
2008,1976,132,1578350,1000000,1.57835,1578350
2008,1977,161,1706925,1000000,1.706925,1706925
2008,1978,158,6490025,1000000,6.490025,6490025
2008,1979,4,90550,1000000,0.09055,90550
2008,1980,89,1059425,1000000.0000000298,1.0594249999999685,1059424.9999999686
2008,1981,417,8964575,999999.9999999106,8.964575000000801,8964575.000000801
2008,1982,137,929105,1000000,0.929105,929105
2008,1983,6,26325,1000000,0.026325,26325
2008,1984,6,71050,1000000,0.07105,71050
2008,1985,16,115600,1000000,0.1156,115600
2008,1986,1,4750,1000000,0.00475,4750
2008,1987,49,458600,1000000,0.4586,458600
2008,1988,51,1348200,1000000,1.3482,1348200
2008,1989,9,400200,1000000,0.4002,400200
2008,1991,2,10700,1000000,0.0107,10700
2008,1992,25,708400,1000000,0.7084,708400
2008,1994,18,677600,1000000,0.6776,677600
2008,1995,152,11628275,1000000,11.628275,11628275
2008,1996,9,144550,1000000,0.14455,144550
2008,1997,70,637725,1000000,0.637725,637725
2008,1998,25,307900,1000000,0.3079,307900
2008,1999,3,44450,1000000,0.04445,44450
2008,2008,39,289800,1000000,0.2898,289800
2008,2009,1,6100,1000000,0.0061,6100
2008,2013,76,997700,1000000,0.9977,997700
2008,2014,22,168600,1000000,0.1686,168600
2008,2017,22,171450,1000000,0.17145,171450
2008,2018,77,763750,1000000,0.76375,763750
2008,2019,38,361150,1000000,0.36115,361150
2008,2020,40,429400,1000000,0.4294,429400
2008,2021,41,569300,1000000,0.5693,569300
2008,2022,40,424300,1000000,0.4243,424300
2008,2023,192,3272950,1000000,3.27295,3272950
2008,2024,3,123550,1000000,0.12355,123550
2008,2025,36,567050,1000000,0.56705,567050
2008,2026,3,16900,1000000,0.0169,16900
2008,2027,10,93100,999999.9999999404,0.09310000000000555,93100.00000000554
2008,2028,112,1801400,1000000,1.8014,1801400
2008,2029,21,147175,1000000,0.147175,147175
2008,2030,34,338800,1000000,0.3388,338800
2008,2031,30,532850,1000000,0.53285,532850
2008,2032,32,425350,1000000,0.42535,425350
2008,2033,30,248150,1000000,0.24815,248150
2008,2034,239,13764550,1000000,13.76455,13764550
2008,2035,126,1462925,1000000,1.462925,1462925
2008,2036,26,243600,1000000,0.2436,243600
2008,2037,186,3472075,1000000,3.472075,3472075
2008,2039,29,193815,1000000.0000000298,0.19381499999999421,193814.99999999424
2008,2040,44,415500,999999.9999999106,0.4155000000000372,415500.00000003714
2008,2041,64,570150,1000000,0.57015,570150
2008,2043,124,2634250,1000000,2.63425,2634250
2008,2044,52,497050,1000000,0.49705,497050
2008,2045,18,157900,1000000,0.1579,157900
2008,2046,14,106100,1000000,0.1061,106100
2008,2047,115,2884650,1000000,2.88465,2884650
2008,2048,1,31500,1000000,0.0315,31500
2008,2052,12,82250,1000000,0.08225,82250
2008,2053,26,139375,1000000,0.139375,139375
2008,2054,15,129550,1000000,0.12955,129550
2008,2055,8,126250,1000000,0.12625,126250
2008,2056,23,2202200,1000000,2.2022,2202200
2008,2057,12,3916100,1000000,3.9161,3916100
2008,2058,29,270775,1000000,0.270775,270775
2008,2059,1,3600,1000000,0.0036,3600
2008,2071,66,1735700,1000000,1.7357,1735700
2008,2072,37,356950,936840.1849102676,0.3810148259536811,381014.8259536811
2008,2074,8,130100,1000000,0.1301,130100
2008,2075,48,943550,1000000,0.94355,943550
2008,2077,27,835400,1000000,0.8354,835400
2008,2078,11,94850,1000000,0.09485,94850
2008,2080,33,494300,1000000,0.4943,494300
2008,2081,167,6338000,1000000,6.338,6338000
