term,beta,se_bor,se_t2,se_s2,se_t3,se_s3,t_t2,p_t2,t_s2,p_s2,t_t3,p_t3,t_s3,p_s3,sph2 vs tri2 (%),tri3 vs tri2 (%),sph3 vs tri2 (%),star_t2,star_s2,star_t3,star_s3,signif_changed_vs_t2
avd::2015:walk_0_100,0.06207967741004848,0.05498473234786804,0.05622552087330432,0.05622935808630905,0.06350529758766985,0.06374880959368927,1.1041192050481066,0.2695414313733019,1.1040438575656422,0.26957411326477104,0.977551161371171,0.32829636230336823,0.9738170454589002,0.3301473881028762,0.006824682004063735,12.947459803475008,13.38055851423331,,,,,FALSE
avd::2021:walk_0_100,-0.0376710235930858,0.04400838599917867,0.0679451704854899,0.06787189235297351,0.06248788494373761,0.06280851842875926,-0.5544326892391959,0.5792827595602357,-0.5550312844848123,0.5788732621818526,-0.6028532351031526,0.5466063285390637,-0.5997757077459847,0.5486557249520181,-0.10784891993468736,-8.03189616386013,-7.559995831973963,,,,,FALSE
avd::2015:walk_100_400,0.043440523299048905,0.05802435543065327,0.06513567723661348,0.06515480918799567,0.06526578617887233,0.06528507323310213,0.6669236452588921,0.5048209065611571,0.6667278108927763,0.5049460110878952,0.6655941166477722,0.5056705679370738,0.6653974813498843,0.5057962954601989,0.02937246098276944,0.19975065552202242,0.22936123922677965,,,,,FALSE
avd::2021:walk_100_400,0.007698310171841393,0.03848951711763127,0.044106273139916274,0.04408976443361715,0.04146405634438684,0.0413682048087892,0.17454002852202913,0.8614410753160615,0.17460538224086444,0.8613897191413171,0.18566225426431407,0.8527096303353876,0.1860924400133938,0.8523722703602171,-0.03742938390362742,-5.990569158150487,-6.207888665726136,,,,,FALSE
avd::2015:walk_400_800,0.058558500952285084,0.04328653763842607,0.046183053865367855,0.04619443759097302,0.04002170192864079,0.0400202828020417,1.2679651095181783,0.20481041068022451,1.2676526440431901,0.20492202316995572,1.4631686842477525,0.14342122745334004,1.463220568478782,0.14340703437648292,0.024649140003492737,-13.341153130948307,-13.344225960655985,,,,,FALSE
avd::2021:walk_400_800,0.017610681698821004,0.03808674372944657,0.040961111045436115,0.040969251233104444,0.04754521459715358,0.047409161046486924,0.4299366215747018,0.6672417450096114,0.4298511973924244,0.6673038877178552,0.3703986163073353,0.7110855046375082,0.3714615764145857,0.7102937695204288,0.01987296599279136,16.074035551462572,15.741882572223954,,,,,FALSE
