term,beta,se_b,se_c,t_b,t_c,p_b,p_c,star_b,star_c,d_se,d_pct,signif_changed
avd::2015:walk_0_100,0.062079678504030004,0.05498491682476738,0.056225877205400634,1.1290310523133658,1.104112227137776,0.258884734572317,0.2695444579203526,,,0.0012409603806332534,2.256910535280242,FALSE
avd::2021:walk_0_100,-0.037671022645847235,0.04400859460320419,0.06794558940837771,-0.8559924029726791,-0.554429256907769,0.3920019816148265,0.5792851080008559,,,0.023936994805173514,54.3916364996366,FALSE
avd::2015:walk_100_400,0.04344052345520062,0.05802459088701641,0.0651360682407525,0.7486571260758493,0.6669196441921862,0.4540638911408844,0.5048234623921415,,,0.007111477353736094,12.255971554514414,FALSE
avd::2021:walk_100_400,0.007698310213619643,0.03848967369416426,0.044106496922352884,0.20000975520836506,0.17453914390825695,0.841472951723318,0.8614417704661299,,,0.005616823228188621,14.593065331806732,FALSE
avd::2015:walk_400_800,0.058558500964398755,0.043286731597992054,0.04618334581327231,1.3528048619664117,1.2679570943422214,0.17611797911074933,0.20481327314398473,,,0.0028966142152802576,6.691690752217992,FALSE
avd::2021:walk_400_800,0.017610681704848252,0.0380868922958599,0.040961324168774085,0.462381692054265,0.42993438474514323,0.6438076259279528,0.6672433721853992,,,0.002874431872914182,7.547037050399191,FALSE
