se_type,year,dist_m,beta,se,t,p,ci_lo,ci_hi,pct,pct_lo,pct_hi
borough,2015,100,0.02999816391699328,0.07924173560890281,0.378565205399451,0.7075108095752229,-0.12531563787645622,0.18531196571044278,3.0452641955194704,-11.778160290796224,20.35938615794528
borough,2015,400,0.046788409451729934,0.05426246366215732,0.8622610602983035,0.3949599393349048,-0.05956601932609841,0.15314283822955826,4.79002598299505,-5.782667011037779,16.549144378807902
borough,2015,800,0.11332070628439761,0.041397709808154284,2.7373665550473603,0.010027390572921763,0.03218119506041521,0.19446021750838,11.999106353033406,3.2704609327522283,21.465515991512518
borough,2021,100,0.008148904489907516,0.055922569261787486,0.1457176341766499,0.8850583427658238,-0.10145933126319595,0.11775714024301098,0.8182197183649986,-9.648207647232454,12.497086803714975
borough,2021,400,-0.00450796869271633,0.05303905027415665,-0.08499339014207129,0.9327961858192365,-0.10846450723006337,0.09944856984463071,-0.44978230529832963,-10.278926125381204,10.456166150124568
borough,2021,800,0.08723077634321563,0.05126147960953488,1.7016827646736574,0.09851315741480964,-0.013241723691472723,0.187703276377904,9.114846191641934,-1.3154437765114824,20.64754724601825
