avd,n,p01,p05,p95,p99,mean,median,sd
2008,78098,7.718685495198466,8.229511118964457,11.56171562913966,12.834681304952548,9.562682869828743,9.350102314351341,1.0369728278838395
2015,78098,7.989560449333865,8.507142855562735,11.76872599025785,13.044563561393657,9.78802379228204,9.581903928408666,1.0252148063169795
2021,78098,8.160518247477505,8.630521876723241,11.661345470088502,12.89921982609012,9.84617375930118,9.66459564425378,0.9510720531107754
