baseline_year,N_total,N_caz_nonmiss,N_in_caz,Share_in_caz,N_caz_missing,N_tc_nonmiss,N_in_tc,Share_in_tc,N_tc_missing
2008,78098,78098,7780,0.0996184281287613,0,78098,32560,0.4169120848165126,0
