year,ring,term,beta,se,ci_lo,ci_hi,p,pct,pct_lo,pct_hi
2015,walk_0_100,Outside,-0.020766663499762354,0.05831020514421167,-0.13505466558241722,0.09352133858289252,0.7217348618288992,-2.0552521245068123,-12.633184919569507,9.803403358155904
2015,walk_0_100,Inside,0.12776365976086201,0.055399656034246264,0.019180333933739344,0.23634698558798467,0.021098478670333386,13.628442122816441,1.9365458226354937,26.661373063626037
2015,walk_0_100,Inside-Outside,0.14853032326062438,0.04582393306892105,0.05871541444553913,0.23834523207570962,0.0011897488052033736,16.01279761040406,6.047340238157006,26.91472675473936
2015,walk_100_400,Outside,0.07414271671628542,0.05650525627840069,-0.03660758558937993,0.18489301902195077,0.18947344066461952,7.69604947943292,-3.594563004076279,20.308972552729344
2015,walk_100_400,Inside,0.02520363758298467,0.06546183948717578,-0.10310156781187987,0.1535088429778492,0.7002280287227205,2.5523934477832855,-9.796464892819523,16.591809726443408
2015,walk_100_400,Inside-Outside,-0.04893907913330075,0.037989763540138534,-0.12339901567197228,0.02552085740537078,0.19767025344747416,-4.7760860834843655,-11.608910211469903,2.584930260206142
2015,walk_400_800,Outside,0.08243587118609384,0.04554411916026859,-0.006830602368032596,0.17170234474022028,0.07029232948319047,8.59290318652648,-0.6807326829146643,18.73243672680347
2015,walk_400_800,Inside,0.03281884471876595,0.04768886147289907,-0.06065132376811623,0.12628901320564812,0.4913351586253576,3.3363323060811467,-5.884866032488234,13.461003818567363
2015,walk_400_800,Inside-Outside,-0.04961702646732789,0.03459154144323278,-0.11741644769606414,0.018182394761408358,0.15146705719716858,-4.840621003949308,-11.078519541164699,1.8348700920022942
2021,walk_0_100,Outside,0.0010343662995971965,0.07453676535212321,-0.1450576937905643,0.14712642638975867,0.9889279014428716,0.10349014409127832,-13.502761186465339,15.850041879720568
2021,walk_0_100,Inside,-0.06858029875065193,0.07021082626296413,-0.20619351822606163,0.06903292072475777,0.32867971662381873,-6.628151933427262,-18.632440001255368,7.147148218548693
2021,walk_0_100,Inside-Outside,-0.06961466505024913,0.1161525130167745,-0.29727359056312713,0.15804426046262887,0.548947224304861,-6.724682693709139,-25.71592496612769,17.121803221242992
2021,walk_100_400,Outside,0.10972996323537369,0.04223082261422365,0.026957550911495334,0.19250237555925204,0.00936761571256162,11.597667503605514,2.7324192862309804,21.2279383545529
2021,walk_100_400,Inside,-0.0529570871801812,0.05079560603537878,-0.15251647500952362,0.04660230064916121,0.2971555881520983,-5.157928898386821,-14.145525069304288,4.770525451404795
2021,walk_100_400,Inside-Outside,-0.1626870504155549,0.056816256720915156,-0.2740469135885486,-0.05132718724256119,0.004191355032191047,-15.01428907683129,-23.97035938085684,-5.003219766662159
2021,walk_400_800,Outside,0.0504655085548927,0.04715532526171925,-0.04195892895807702,0.14288994606786243,0.2845304447387707,5.176058598685995,-4.109083683782244,15.360283615136794
2021,walk_400_800,Inside,-0.01781175083006787,0.052679531700502075,-0.12106363296305195,0.0854401313029162,0.7352763702688798,-1.765405923873753,-11.402241957953208,8.919635062566433
2021,walk_400_800,Inside-Outside,-0.06827725938496057,0.06009377568130778,-0.18606105972032383,0.04950654095040269,0.2558818425350598,-6.599852300080833,-16.977709974385046,5.0752465112106515
