year,ring,coef_name,beta,se,z,p,ci_lo,ci_hi,pct,pct_lo,pct_hi
2015,walk_0_100,y2015:walk_0_100,0.021248237614346834,0.018315238934283145,1.1601397989175883,0.2459918925982657,-0.014649630696848132,0.0571461059255418,2.1475588830777603,-1.4542846940564402,5.881049758259027
2015,walk_100_400,y2015:walk_100_400,-0.01883373355799609,0.023673812162359677,-0.7955513640486216,0.42629284508177023,-0.06523440539622105,0.027566938280228877,-1.865748699279346,-6.315216455064398,2.7950422037730016
2015,walk_400_800,y2015:walk_400_800,-0.02571488895452073,0.010787222902037055,-2.383828459655241,0.017133586882111203,-0.04685784584251336,-0.004571932066528103,-2.5387077090415766,-4.577696527899322,-0.45614966944456103
2021,walk_0_100,walk_0_100:y2021,-0.07008050195397258,0.05018141350677164,-1.3965430038058952,0.16255104011506966,-0.168436072427245,0.028275068519299826,-6.768123659728809,-15.501472044970676,2.8678602608752657
2021,walk_100_400,walk_100_400:y2021,-0.05620552386697003,0.02933857095427631,-1.9157553363647275,0.055396245227070796,-0.1137091229373516,0.0012980752034115334,-5.465517500073657,-10.748246899386537,0.12989180676894474
2021,walk_400_800,walk_400_800:y2021,-0.04515183430197107,0.01835966970927911,-2.4592944762590694,0.013921037915976507,-0.08113678693215812,-0.009166881671784012,-4.414766035817985,-7.793244397426502,-0.9124993903113277
